Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;Ingresos anuales brutos;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;Campanna_anno;Cluster
M;Si;45;Si;Otros;25;Medio;2;114484;1.514;50;0;338;0.5;1
F;No;34;Si;Artista;15;Bajo;2;27320;0.663;30;0;540;4.0;0
M;Si;75;No;Servicios;25;Bajo;2;48087;1.248;30;0;369;3.0;3
M;Si;68;No;Artista;25;Medio;2;66961;1.013;30;0;381;3.0;3
F;No;43;Si;Construccion;25;Bajo;1;63922;2.02;50;1;339;0.5;1
M;No;34;Si;Funcionario;15;Bajo;3;28988;0.962;30;1;348;0.5;2
M;Si;75;Si;Artista;25;Bajo;1;40758;1.561;50;0;319;0.5;1
M;Si;43;No;Otros;25;Medio;4;107828;0.755;30;0;578;4.0;3
F;Si;57;Si;Otros;25;Bajo;2;118524;1.052;50;0;347;0.5;1
M;Si;47;Si;Artista;25;Medio;2;80557;0.857;50;0;319;0.5;1
F;No;46;Si;Artista;25;Bajo;1;39270;1.228;50;0;521;1.0;3
M;No;34;Si;Funcionario;15;Bajo;4;21799;0.847;30;0;581;4.0;0
M;No;23;No;Medico;5;Bajo;4;19264;1.443;30;0;474;3.0;0
F;No;39;Si;Artista;15;Bajo;1;22253;0.755;30;0;412;3.0;0
F;Si;84;Si;Artista;25;Alto;2;46714;0.603;50;1;395;3.0;1
M;Si;57;No;Medico;25;Medio;4;123851;1.326;200;0;495;3.0;4
F;Si;44;Si;Artista;25;Bajo;1;90803;1.445;50;0;507;1.0;3
M;No;87;No;Servicios;25;Bajo;1;46005;1.267;30;0;521;4.0;3
F;Si;86;No;Otros;25;Medio;2;22669;1.17;30;0;313;0.5;1
M;Si;52;Si;Construccion;25;Bajo;1;39722;0.681;50;0;342;0.5;1
F;No;41;No;Artista;15;Bajo;2;110710;1.491;120;0;508;4.0;3
F;Si;78;Si;Servicios;25;Alto;2;127154;1.482;50;0;438;1.0;4
M;Si;66;Si;Artista;25;Bajo;3;102063;15.215;80;0;356;0.5;1
F;Si;47;Si;Medico;25;Bajo;1;110926;0.603;50;0;334;0.5;1
M;No;33;No;Funcionario;15;Bajo;3;19584;1.859;30;0;583;4.0;0
M;Si;46;No;Ejecutivo;25;Medio;2;87657;1.502;120;0;535;4.0;4
F;Si;68;Si;Artista;25;Bajo;4;64247;1.658;80;0;443;1.0;3
M;;24;No;Funcionario;5;Alto;1;14955;1.685;30;0;433;3.0;0
F;Si;53;Si;Artista;25;Medio;2;36107;1.189;50;0;311;0.5;1
M;Si;73;Si;Servicios;25;Bajo;1;113352;0.818;50;0;359;0.5;1
M;Si;28;No;Ejecutivo;5;Alto;3;22593;2.306;30;0;368;3.0;0
M;Si;46;Si;Ejecutivo;25;Alto;4;84585;15.215;80;0;309;0.5;1
F;Si;64;Si;Artista;25;Medio;2;48078;1.697;50;0;498;3.0;3
M;Si;41;Si;Servicios;15;Medio;4;41869;1.445;30;0;588;4.0;0
F;Si;51;No;Ingeniero;25;Medio;1;96921;1.052;120;0;471;3.0;4
M;Si;75;Si;Servicios;25;Alto;2;108563;1.619;50;1;377;3.0;1
M;Si;65;Si;Artista;25;Bajo;1;71443;1.6;50;0;595;1.0;3
M;No;34;No;Medico;15;Bajo;7;31347;0.939;30;0;358;0.5;2
M;No;25;No;Funcionario;5;Bajo;5;19842;1.719;30;0;470;3.0;0
F;Si;58;Si;Artista;25;Medio;5;30840;1.033;30;0;452;3.0;3
M;Si;36;Si;Ejecutivo;15;Alto;9;27722;0.985;30;1;328;0.5;2
F;No;36;No;Medico;15;Bajo;3;21176;1.192;30;0;351;0.5;2
F;Si;57;Si;Ingeniero;25;Medio;3;42867;0.994;30;0;419;3.0;3
M;Si;31;No;Medico;5;Bajo;2;19781;1.583;30;0;543;4.0;0
F;Si;52;Si;Artista;25;Bajo;1;87988;1.072;50;0;346;0.5;1
M;Si;79;No;Servicios;25;Alto;2;116522;0.876;120;0;312;0.5;4
M;No;30;Si;Otros;5;Bajo;4;26717;1.974;30;1;310;0.5;2
F;Si;42;No;Medico;25;Medio;5;122641;1.514;200;0;566;4.0;4
M;Si;65;Si;Artista;25;Alto;4;30898;0.955;30;0;310;0.5;1
F;No;24;No;Medico;5;Bajo;4;15454;1.443;30;0;432;3.0;0
F;No;28;No;Medico;5;Bajo;4;30946;2.409;30;1;376;3.0;2
M;No;23;No;Negocios/empresa;5;Bajo;3;19063;1.581;30;0;441;3.0;0
M;No;30;Si;Otros;5;Bajo;5;21641;1.284;30;0;334;0.5;2
M;Si;43;Si;Artista;25;Medio;2;60879;1.1;50;0;361;0.5;1
M;No;29;Si;Funcionario;5;Bajo;3;22225;2.892;30;0;582;4.0;0
M;Si;50;Si;Artista;25;Bajo;2;124972;1.326;50;0;558;1.0;3
F;No;29;Si;Artista;5;Bajo;2;20355;2.133;30;1;394;3.0;2
F;No;69;Si;Funcionario;25;Bajo;1;104637;0.955;50;0;495;3.0;3
M;No;58;Si;Otros;25;Bajo;1;58222;1.267;50;0;323;0.5;1
F;No;35;No;Servicios;15;Bajo;4;22178;1.882;30;0;309;0.5;2
F;Si;66;Si;Ingeniero;25;Medio;4;128509;0.915;80;0;563;4.0;3
F;Si;65;Si;Otros;25;Medio;2;79895;1.111;50;0;481;3.0;3
F;No;46;Si;Artista;25;Bajo;2;28957;1.619;30;0;544;1.0;3
M;Si;58;No;Ejecutivo;25;Alto;2;97127;1.502;120;0;470;3.0;4
F;Si;84;Si;Servicios;25;Alto;3;112174;1.6;80;0;527;1.0;4
M;No;30;Si;Medico;5;Bajo;2;23513;1.652;30;0;335;0.5;2
F;No;45;Si;Ingeniero;25;Bajo;1;70449;1.215;50;0;383;3.0;3
M;No;32;Si;Otros;15;Bajo;1;27413;1.928;30;0;332;0.5;2
M;No;47;Si;Artista;25;Bajo;1;118941;1.072;50;0;471;3.0;3
M;Si;63;Si;Otros;25;Medio;4;67119;1.697;80;0;540;4.0;3
M;Si;51;No;Ejecutivo;25;Alto;4;65742;0.583;30;0;523;4.0;3
M;No;35;No;Funcionario;15;Bajo;4;20755;0.893;30;0;586;4.0;0
M;No;21;No;Funcionario;5;Bajo;4;16433;2.03;30;0;515;4.0;0
M;Si;52;Si;Artista;25;Medio;2;31763;1.404;30;0;589;4.0;3
M;Si;31;Si;Funcionario;5;Alto;2;23010;1.215;30;0;436;3.0;0
M;Si;62;Si;Ejecutivo;25;Alto;4;75986;0.955;80;1;317;0.5;1
F;No;41;Si;Artista;15;Bajo;2;88631;1.261;50;1;314;0.5;1
F;Si;53;Si;Artista;25;Bajo;1;119381;1.287;50;0;579;1.0;3
M;Si;43;Si;Artista;25;Medio;2;47985;1.261;50;0;541;4.0;3
M;Si;69;Si;Artista;25;Bajo;1;82782;1.385;50;0;333;0.5;1
M;Si;40;Si;Artista;15;Medio;4;79979;1.583;30;0;396;3.0;3
M;Si;44;Si;Funcionario;25;Bajo;1;111293;1.744;50;0;337;0.5;1
M;Si;63;Si;Ejecutivo;25;Alto;2;33695;0.857;30;1;323;0.5;1
F;Si;56;Si;Artista;25;Medio;3;73124;0.857;80;0;507;4.0;3
F;No;31;No;Negocios/empresa;5;Bajo;4;30379;2.043;30;0;526;4.0;0
F;Si;46;No;Construccion;25;Medio;4;121125;0.955;200;0;465;3.0;4
M;No;20;No;Funcionario;5;Bajo;7;18513;14.775;30;0;553;4.0;0
F;Si;68;Si;Artista;25;Medio;3;100783;1.6;80;0;569;4.0;3
M;Si;75;No;Artista;25;Bajo;1;61907;1.756;30;0;579;4.0;3
M;No;20;No;Funcionario;5;Bajo;4;23005;2.409;30;0;403;3.0;0
M;Si;51;Si;Artista;25;Bajo;2;111549;0.564;50;1;304;0.5;1
M;Si;62;Si;Otros;25;Medio;2;107374;0.583;50;0;597;4.0;3
M;Si;28;No;Ingeniero;5;Medio;3;31730;1.098;30;0;302;0.5;2
F;Si;47;Si;Medico;25;Bajo;1;112382;1.209;50;0;492;3.0;3
M;Si;56;Si;Otros;25;Medio;2;84641;1.267;50;1;377;3.0;1
M;No;21;No;Medico;5;Bajo;2;14815;1.374;30;0;440;3.0;0
M;Si;45;Si;Artista;25;Medio;3;115888;1.1;30;0;572;4.0;3
F;No;63;Si;Medico;25;Bajo;2;106524;1.17;50;0;384;3.0;3
F;No;44;No;Ingeniero;25;Bajo;1;22689;2.066;30;0;345;0.5;2
M;Si;95;Si;Servicios;25;Bajo;2;65809;1.248;50;0;514;1.0;3
M;Si;40;Si;Otros;15;Medio;2;79076;1.215;50;0;584;4.0;3
F;;25;No;Funcionario;5;Bajo;7;23520;2.651;30;0;464;3.0;0
F;No;30;No;Ingeniero;5;Bajo;4;26476;1.077;30;1;327;0.5;2
M;No;35;Si;Funcionario;15;Bajo;3;22501;1.514;30;0;489;3.0;0
F;Si;56;Si;Artista;25;Medio;2;104235;1.385;50;0;409;3.0;3
F;Si;76;Si;Artista;25;Medio;2;63057;1.072;50;0;539;4.0;3
M;Si;52;No;Ejecutivo;25;Alto;5;99928;1.561;30;0;357;0.5;1
F;No;33;Si;Artista;15;Bajo;1;19067;0.732;30;1;359;0.5;2
M;Si;39;Si;Otros;15;Medio;2;29288;0.755;30;0;485;3.0;0
F;No;34;Si;Funcionario;15;Bajo;4;23692;1.146;30;0;573;4.0;0
M;Si;62;Si;Artista;25;Bajo;2;43583;1.561;50;0;326;0.5;1
F;Si;52;Si;Otros;25;Bajo;2;80120;1.541;50;0;401;1.0;1
F;Si;69;Si;Artista;25;Alto;3;124207;1.541;80;1;326;0.5;1
F;No;22;No;Funcionario;5;Bajo;1;18461;2.444;30;1;313;0.5;2
M;No;23;No;Funcionario;5;Bajo;4;20760;1.236;30;0;518;4.0;0
M;Si;46;Si;Otros;25;Bajo;5;68680;0.896;30;0;481;3.0;3
M;No;23;No;Funcionario;5;Bajo;4;23331;2.892;30;0;451;3.0;0
M;Si;79;Si;Otros;25;Medio;2;55591;0.837;50;0;354;0.5;1
M;Si;64;Si;Artista;25;Alto;2;53721;1.482;50;1;339;0.5;1
M;;89;No;Ejecutivo;25;Alto;2;32304;0.994;30;0;364;0.5;1
F;No;25;No;Funcionario;5;Bajo;3;30856;14.775;30;0;421;3.0;0
M;Si;85;No;Servicios;25;Alto;2;55450;0.779;30;1;398;3.0;1
M;Si;39;Si;Otros;15;Medio;3;28875;1.767;30;0;334;0.5;2
F;Si;46;Si;Ingeniero;25;Alto;4;32529;1.717;30;0;459;1.0;3
F;No;28;No;Ejecutivo;5;Bajo;3;20100;2.202;30;0;395;3.0;0
F;No;34;No;Negocios/empresa;15;Bajo;4;20827;0.709;30;0;534;4.0;0
F;No;50;No;Negocios/empresa;25;Bajo;1;63551;0.564;30;0;405;3.0;3
F;Si;46;No;Ingeniero;25;Medio;2;99727;1.443;120;0;596;4.0;4
F;Si;73;Si;Artista;25;Medio;3;103841;1.678;80;0;599;4.0;3
M;Si;87;;Servicios;25;Bajo;1;92739;0.818;120;0;426;3.0;4
F;Si;57;Si;Ingeniero;25;Medio;4;45982;0.896;30;0;378;3.0;3
M;Si;46;Si;Artista;25;Medio;3;102081;1.717;80;0;473;3.0;3
M;Si;53;Si;Artista;25;Medio;4;123200;1.15;80;0;540;4.0;3
M;Si;67;No;Negocios/empresa;25;Alto;2;60559;0.681;30;0;488;3.0;3
F;Si;36;Si;Ingeniero;15;Medio;2;31742;1.951;30;0;516;4.0;0
M;Si;46;Si;Funcionario;25;Bajo;2;53117;0.955;50;1;315;0.5;1
M;Si;56;Si;Artista;25;Bajo;3;126215;0.837;80;0;339;0.5;1
M;Si;76;Si;Otros;25;Alto;3;69246;1.502;80;1;362;0.5;1
F;Si;98;Si;Servicios;25;Alto;2;23429;0.681;30;0;488;3.0;3
F;Si;52;Si;Funcionario;25;Medio;6;33403;0.759;30;0;459;3.0;3
F;No;25;No;Ingeniero;5;Bajo;1;28096;3.03;30;0;417;3.0;0
M;Si;44;No;Ejecutivo;25;Medio;2;119613;2.066;120;1;346;0.5;1
F;No;21;No;Medico;5;Bajo;3;19776;2.789;30;0;597;4.0;0
F;No;45;Si;Artista;25;Bajo;1;117748;1.284;50;0;537;1.0;3
M;Si;50;No;Ejecutivo;25;Alto;4;95543;11.305;30;0;532;4.0;3
M;No;36;Si;Artista;15;Bajo;1;18614;1.813;30;0;458;1.0;0
M;Si;56;Si;Artista;25;Medio;3;89921;1.58;80;0;599;4.0;3
M;No;41;Si;Ejecutivo;15;Bajo;1;40278;1.744;50;0;477;1.0;0
F;No;44;Si;Ingeniero;25;Bajo;4;69092;1.652;30;0;302;0.5;1
F;Si;63;Si;Artista;25;Alto;2;119298;0.974;50;0;373;3.0;3
F;Si;57;Si;Artista;25;Alto;3;100295;1.717;80;0;481;1.0;3
F;No;44;Si;Funcionario;25;Bajo;1;116960;1.422;50;0;402;1.0;1
F;No;74;Si;Ingeniero;25;Bajo;1;69409;1.678;50;0;507;1.0;3
M;Si;72;Si;Artista;25;Bajo;1;115951;1.717;50;0;358;0.5;1
M;Si;47;Si;Artista;25;Bajo;4;86486;0.564;80;0;309;0.5;1
M;Si;98;No;Servicios;25;Alto;2;46278;1.072;30;0;302;0.5;1
F;Si;53;Si;Medico;25;Medio;2;80501;0.974;50;1;307;0.5;1
F;Si;44;Si;Artista;25;Medio;1;95065;1.79;50;0;364;0.5;1
M;Si;62;Si;Otros;25;Bajo;1;117454;1.287;50;0;345;0.5;1
F;Si;74;Si;Servicios;25;Medio;2;23573;0.681;30;0;486;3.0;3
F;No;32;Si;Funcionario;15;Bajo;8;24980;1.284;30;0;512;4.0;0
M;Si;45;Si;Artista;25;Medio;2;23680;1.376;30;1;341;0.5;1
M;Si;35;Si;Construccion;15;Medio;2;22093;1.882;30;0;541;4.0;0
F;Si;65;Si;Artista;25;Medio;4;121995;0.564;80;0;549;4.0;3
F;Si;96;Si;Artista;25;Bajo;1;59173;1.58;50;1;326;0.5;1
F;No;45;Si;Funcionario;25;Bajo;3;63852;1.744;30;1;388;3.0;1
F;No;65;Si;Artista;25;Bajo;1;26904;1.013;30;1;308;0.5;1
F;Si;61;Si;Otros;25;Medio;5;28263;0.7;30;1;335;0.5;1
M;Si;51;Si;Artista;25;Bajo;1;49544;1.228;50;0;447;1.0;3
M;Si;40;Si;Artista;15;Medio;2;104055;1.353;50;0;425;3.0;3
M;Si;40;No;Artista;15;Medio;4;77070;1.974;30;0;407;3.0;3
M;Si;64;Si;Ejecutivo;25;Medio;4;106685;1.385;80;1;375;3.0;1
M;No;28;Si;Artista;5;Bajo;1;25511;14.775;30;1;339;0.5;2
M;Si;72;Si;Artista;25;Alto;2;39173;1.111;50;0;477;3.0;3
F;Si;98;No;Servicios;25;Alto;3;45269;1.619;30;0;403;3.0;3
M;No;30;Si;Servicios;5;Bajo;3;19121;0.916;30;1;362;0.5;2
M;No;43;Si;Otros;25;Bajo;2;34466;1.675;30;0;513;1.0;3
F;No;21;No;Otros;5;Bajo;4;22290;2.789;30;0;591;4.0;0
M;Si;81;Si;Servicios;25;Alto;2;21236;1.443;30;1;354;0.5;1
M;Si;55;Si;Artista;25;Medio;3;77148;1.033;80;0;600;4.0;3
M;No;25;No;Otros;5;Bajo;3;26229;1.961;30;0;485;3.0;0
F;Si;31;Si;Artista;5;Bajo;2;28429;1.721;30;0;342;0.5;2
F;Si;46;Si;Medico;25;Bajo;1;27164;0.779;30;0;589;4.0;3
M;Si;62;Si;Artista;25;Medio;3;46558;0.857;30;0;551;4.0;3
M;Si;55;Si;Otros;25;Medio;4;69531;0.896;80;0;501;4.0;3
F;Si;50;Si;Artista;25;Medio;2;63890;0.603;50;0;487;3.0;3
M;No;29;No;Medico;5;Bajo;2;26337;2.513;30;0;385;3.0;0
F;No;20;No;Funcionario;5;Bajo;4;23970;11.325;30;0;334;0.5;2
M;Si;69;Si;Otros;25;Alto;2;62285;1.463;50;1;364;0.5;1
F;Si;40;Si;Artista;15;Bajo;2;105220;1.882;50;0;528;1.0;3
F;Si;89;No;Servicios;25;Alto;2;65808;1.091;30;0;372;3.0;3
F;Si;52;Si;Artista;25;Medio;4;103941;1.756;80;1;362;0.5;1
M;No;44;Si;Medico;25;Bajo;1;89477;1.422;50;0;481;1.0;3
M;No;36;No;Negocios/empresa;15;Bajo;5;31369;1.284;30;1;390;3.0;2
F;No;30;Si;Funcionario;5;Bajo;7;26120;1.951;30;1;375;3.0;2
M;No;76;No;Ingeniero;25;Bajo;1;82709;1.482;120;0;324;0.5;4
M;Si;74;Si;Negocios/empresa;25;Bajo;2;111641;1.111;50;0;586;4.0;3
M;No;35;Si;Funcionario;15;Bajo;2;21518;1.399;30;0;408;3.0;0
M;Si;46;Si;Ejecutivo;25;Alto;2;99501;1.658;50;1;399;3.0;1
F;Si;55;No;Artista;25;Alto;2;101454;1.443;120;0;498;3.0;4
M;Si;90;Si;Servicios;25;Bajo;1;102381;1.697;50;0;443;1.0;4
M;Si;90;No;Ejecutivo;25;Alto;2;38165;0.896;30;0;467;3.0;3
F;No;42;Si;Artista;25;Bajo;1;89912;1.399;50;1;344;0.5;1
M;Si;30;No;Ejecutivo;5;Bajo;2;31893;1.882;30;0;523;4.0;0
M;Si;33;Si;Funcionario;15;Bajo;2;26949;1.951;30;0;347;0.5;2
M;Si;74;Si;Otros;25;Medio;3;100453;1.619;80;0;393;3.0;3
F;No;29;Si;Funcionario;5;Bajo;2;22686;2.651;30;1;380;3.0;2
M;Si;24;No;Otros;5;Medio;3;19087;2.306;30;0;540;4.0;0
F;Si;52;Si;Artista;25;Medio;5;28362;0.72;30;0;423;3.0;3
M;No;32;No;Otros;15;Bajo;8;19721;1.031;30;0;327;0.5;2
F;;32;No;Ingeniero;15;Alto;4;25906;1.767;30;0;465;3.0;0
F;No;28;Si;Artista;5;Bajo;1;23219;3.099;30;0;468;3.0;0
M;No;44;Si;Artista;25;Bajo;1;86989;1.537;50;0;412;1.0;1
M;Si;45;No;Ejecutivo;25;Bajo;7;34690;1.031;30;0;532;4.0;0
M;Si;43;Si;Otros;25;Bajo;1;85188;1.606;50;1;333;0.5;1
M;No;24;No;Negocios/empresa;5;Bajo;3;12489;1.374;30;0;456;3.0;0
F;Si;34;No;Funcionario;15;Bajo;4;27397;0.663;30;0;313;0.5;2
F;Si;29;No;Construccion;5;Medio;4;26435;1.443;30;0;585;4.0;0
M;Si;62;Si;Otros;25;Medio;2;75860;1.482;50;0;437;3.0;3
M;Si;67;No;Ejecutivo;25;Alto;2;80492;0.876;120;0;574;4.0;4
M;Si;53;Si;Artista;25;Medio;2;56415;1.385;50;0;354;0.5;1
M;Si;91;Si;Servicios;25;Alto;3;84978;0.994;80;0;441;3.0;4
M;No;24;No;Funcionario;5;Bajo;5;12620;1.443;30;0;302;0.5;2
M;;24;No;Funcionario;5;Bajo;3;20073;1.029;30;0;598;4.0;0
M;Si;92;No;Ejecutivo;25;Alto;2;34404;1.756;30;0;485;3.0;3
M;No;46;Si;Otros;25;Bajo;3;79353;0.7;80;1;339;0.5;1
M;Si;75;Si;Otros;25;Bajo;2;101807;1.15;50;0;492;3.0;3
M;Si;51;Si;Artista;25;Bajo;1;78453;1.365;50;0;384;1.0;1
F;No;54;Si;Artista;25;Bajo;2;63446;0.818;50;0;431;3.0;3
F;Si;89;Si;Servicios;25;Alto;2;39459;1.717;50;0;464;1.0;3
F;No;29;No;Ingeniero;5;Bajo;4;23296;1.512;30;0;514;4.0;0
F;Si;62;Si;Artista;25;Medio;2;89551;0.74;50;0;361;0.5;1
M;Si;29;No;Medico;5;Medio;3;26961;2.168;30;0;381;3.0;0
F;Si;62;Si;Construccion;25;Bajo;1;96298;0.564;50;0;487;3.0;3
M;No;21;No;Funcionario;5;Bajo;4;12858;1.65;30;0;518;4.0;0
F;Si;84;No;Servicios;25;Bajo;1;72740;0.915;30;0;317;0.5;1
F;No;33;No;Otros;15;Bajo;1;31301;1.514;30;0;400;3.0;0
M;Si;29;No;Construccion;5;Medio;2;23379;2.133;30;0;487;3.0;0
F;No;28;Si;Otros;5;Bajo;1;20026;1.029;30;1;307;0.5;2
M;Si;46;No;Otros;25;Bajo;4;21866;1.385;30;1;360;0.5;1
M;No;39;Si;Artista;15;Bajo;2;20133;1.491;30;0;489;1.0;0
M;Si;55;Si;Artista;25;Bajo;2;81523;0.564;50;0;513;4.0;3
M;Si;51;No;Ejecutivo;25;Alto;6;111166;1.619;30;0;382;3.0;3
M;Si;96;No;Ejecutivo;25;Alto;2;118751;1.209;120;0;566;4.0;4
M;No;24;No;Funcionario;5;Bajo;2;18508;2.651;30;0;476;3.0;0
F;Si;35;Si;Medico;15;Medio;2;30574;1.1;30;0;523;4.0;0
M;No;32;No;Otros;15;Bajo;4;30456;1.238;30;0;573;4.0;0
M;No;35;Si;Artista;15;Bajo;1;22207;1.422;30;0;344;0.5;2
M;Si;58;Si;Artista;25;Medio;4;45189;0.818;30;0;308;0.5;1
M;Si;30;Si;Funcionario;5;Alto;3;22386;1.698;30;0;527;4.0;0
F;Si;75;Si;Servicios;25;Alto;2;117584;0.994;50;0;529;4.0;3
M;Si;42;Si;Ejecutivo;25;Alto;3;47234;0.755;30;0;370;3.0;3
F;No;29;Si;Negocios/empresa;5;Bajo;2;22729;2.375;30;0;319;0.5;2
M;No;56;Si;Artista;25;Bajo;1;99837;1.15;50;0;415;3.0;3
M;Si;58;No;Otros;25;Medio;3;112113;0.74;30;0;397;3.0;3
M;Si;76;No;Medico;25;Medio;3;74575;11.305;30;0;454;3.0;3
M;Si;29;Si;Artista;5;Medio;2;19664;11.325;30;1;359;0.5;2
M;Si;56;Si;Medico;25;Medio;4;24377;0.974;30;1;340;0.5;1
M;Si;79;No;Ejecutivo;25;Alto;4;99839;1.502;30;1;363;0.5;1
M;No;32;No;Otros;15;Bajo;1;26767;1.836;30;0;502;4.0;0
M;No;21;No;Funcionario;5;Bajo;6;20553;1.788;30;0;442;3.0;0
F;No;30;Si;Funcionario;5;Bajo;8;19250;0.824;30;0;483;3.0;0
F;Si;57;Si;Artista;25;Bajo;3;58156;1.072;80;0;511;4.0;3
M;No;25;No;Funcionario;5;Bajo;4;27570;1.443;30;0;339;0.5;2
F;Si;39;Si;Ejecutivo;15;Bajo;2;24205;1.008;30;1;329;0.5;2
M;Si;41;Si;Funcionario;15;Medio;2;127545;0.732;50;0;334;0.5;1
F;Si;75;No;Servicios;25;Medio;2;60080;1.561;30;0;435;3.0;3
M;;24;No;Funcionario;5;Bajo;5;17890;2.651;30;0;447;3.0;0
F;Si;35;Si;Construccion;15;Bajo;3;28920;0.939;30;1;348;0.5;2
M;Si;87;No;Servicios;25;Bajo;1;30583;1.033;30;0;444;3.0;3
F;No;40;Si;Otros;15;Bajo;5;56796;1.399;30;0;413;1.0;2
F;Si;50;Si;Artista;25;Medio;4;29855;1.541;30;0;485;3.0;3
F;Si;63;Si;Artista;25;Medio;1;62495;0.896;50;0;569;4.0;3
F;Si;40;Si;Artista;15;Medio;3;36853;1.652;30;1;321;0.5;2
M;Si;50;Si;Artista;25;Medio;2;26608;0.798;30;0;414;3.0;3
M;No;44;Si;Artista;25;Bajo;1;25205;1.882;30;1;311;0.5;1
F;No;32;Si;Funcionario;15;Bajo;3;26654;1.56;30;0;461;3.0;0
F;No;34;Si;Funcionario;15;Bajo;3;20303;0.663;30;0;398;3.0;0
M;No;39;Si;Artista;15;Bajo;2;27045;0.87;30;1;375;3.0;2
M;Si;52;Si;Artista;25;Medio;2;72020;0.622;50;0;368;3.0;3
M;Si;75;No;Ejecutivo;25;Alto;2;25133;1.033;30;0;371;3.0;3
F;No;42;No;Construccion;25;Bajo;1;31320;1.468;30;0;524;4.0;3
M;No;41;Si;Otros;15;Bajo;1;22562;1.1;30;0;571;4.0;0
M;No;23;No;Funcionario;5;Bajo;6;17647;2.927;30;0;482;3.0;0
M;Si;31;Si;Artista;5;Medio;3;27607;0.87;30;0;469;3.0;0
F;No;51;No;Medico;25;Bajo;2;84514;1.17;120;0;332;0.5;4
F;Si;73;No;Negocios/empresa;25;Alto;2;45414;1.287;30;1;361;0.5;1
F;No;54;Si;Funcionario;25;Bajo;1;69462;0.935;50;1;311;0.5;1
M;Si;45;No;Artista;25;Medio;3;26613;1.675;30;1;313;0.5;1
F;Si;46;No;Ingeniero;25;Bajo;4;41379;1.052;30;0;474;3.0;3
F;Si;88;Si;Artista;25;Medio;2;98377;1.443;50;0;477;3.0;3
M;Si;66;Si;Artista;25;Bajo;1;47405;11.305;50;0;497;1.0;3
M;Si;42;Si;Artista;25;Medio;4;93325;1.698;30;0;465;3.0;3
M;No;35;Si;Medico;15;Bajo;4;20519;0.939;30;0;496;3.0;0
M;Si;58;Si;Ejecutivo;25;Alto;3;96595;1.404;80;0;497;1.0;3
M;No;24;No;Funcionario;5;Bajo;1;12556;2.099;30;0;458;3.0;0
M;Si;91;Si;Servicios;25;Alto;2;41314;1.013;50;0;353;0.5;1
M;No;28;No;Funcionario;5;Bajo;5;22846;2.202;30;0;535;4.0;0
M;No;44;Si;Artista;25;Bajo;3;71157;1.468;30;1;382;3.0;1
M;No;21;No;Funcionario;5;Bajo;3;23535;1.098;30;0;388;3.0;0
F;;67;Si;Ingeniero;25;Medio;3;40909;1.756;30;0;544;4.0;3
M;No;58;Si;Artista;25;Bajo;2;105314;15.215;50;0;509;1.0;3
M;Si;61;Si;Otros;25;Medio;4;41787;1.385;30;1;387;3.0;1
M;Si;72;Si;Servicios;25;Bajo;2;34724;1.267;30;0;560;1.0;3
F;No;31;Si;Funcionario;5;Bajo;3;30048;1.1;30;1;387;3.0;2
M;Si;44;Si;Ejecutivo;25;Alto;4;99521;1.238;30;1;399;3.0;1
M;No;44;No;Otros;25;Bajo;1;112794;1.583;120;0;580;4.0;4
F;No;24;No;Funcionario;5;Bajo;5;20666;2.789;30;0;423;3.0;0
M;Si;31;No;Ejecutivo;5;Medio;3;27924;0.939;30;1;330;0.5;2
M;Si;56;Si;Artista;25;Bajo;2;107190;1.561;50;0;590;1.0;3
F;No;35;Si;Funcionario;15;Bajo;3;25306;1.859;30;0;447;3.0;0
F;No;65;Si;Artista;25;Bajo;2;111264;1.287;50;0;369;1.0;1
M;Si;34;No;Medico;15;Bajo;2;31469;1.928;30;0;577;4.0;0
F;No;43;Si;Artista;25;Bajo;3;109077;2.066;30;0;570;1.0;3
M;Si;46;No;Ingeniero;25;Medio;3;28522;1.385;30;0;547;4.0;3
M;Si;65;Si;Artista;25;Alto;2;125538;1.424;50;0;316;0.5;1
M;Si;56;Si;Ejecutivo;25;Alto;3;113088;0.798;80;0;373;3.0;3
F;No;35;Si;Funcionario;15;Bajo;1;19096;0.709;30;0;504;4.0;0
M;Si;54;Si;Artista;25;Bajo;1;105812;0.759;50;0;467;3.0;3
F;No;67;Si;Otros;25;Bajo;1;55175;1.385;50;1;328;0.5;1
M;No;31;Si;Artista;5;Bajo;3;24813;1.422;30;0;330;0.5;2
F;Si;72;No;Negocios/empresa;25;Bajo;1;122039;1.756;120;0;572;4.0;4
M;No;35;No;Otros;15;Bajo;6;28385;0.87;30;0;370;3.0;0
F;No;36;No;Ingeniero;15;Bajo;3;19321;0.801;30;0;589;4.0;0
F;No;47;No;Negocios/empresa;25;Bajo;1;68404;1.15;30;0;441;3.0;3
F;Si;58;Si;Negocios/empresa;25;Bajo;1;47939;0.935;50;1;358;0.5;1
M;Si;61;Si;Otros;25;Medio;3;27854;1.58;30;0;587;4.0;3
M;Si;41;Si;Otros;15;Medio;2;53377;1.169;50;0;404;3.0;3
M;No;47;Si;Funcionario;25;Bajo;7;108362;15.215;30;0;394;1.0;1
F;No;35;Si;Ingeniero;15;Bajo;1;23945;1.56;30;0;395;3.0;0
